uq,error
0.7110000000000001,0.4901960784313726
0.696,0.0
0.776,0.3013698630136986
0.32099999999999995,0.0
0.32799999999999996,0.0
0.12,0.0
0.29100000000000004,0.0
0.371,0.0
0.657,0.5714285714285714
0.253,0.2666666666666667
0.21499999999999997,0.0
0.8089999999999999,0.0
0.10899999999999999,0.0
0.831,0.41414141414141414
0.42900000000000005,0.0
0.43600000000000005,0.5294117647058824
0.31799999999999995,0.0
0.08099999999999996,0.0
0.364,0.0
0.891,0.17142857142857137
0.8069999999999999,0.1607142857142857
0.18700000000000006,0.0
0.906,0.5
0.11199999999999999,0.6153846153846154
0.751,0.12121212121212122
0.061000000000000054,0.0
0.46499999999999997,0.0
0.72,0.14
0.28900000000000003,0.0
0.573,0.6142857142857143
0.355,0.0
0.008000000000000007,0.0
0.19299999999999995,0.0
0.633,0.0
0.484,0.0
0.402,0.0
0.365,0.59375
0.5640000000000001,0.4342105263157895
0.21999999999999997,0.0
0.07299999999999995,0.0
0.521,0.7435897435897436
0.669,0.45783132530120485
0.08199999999999996,0.0
0.681,0.0
0.76,0.0
0.061000000000000054,0.0
0.785,0.55
0.5429999999999999,0.5070422535211268
0.09799999999999998,0.0
0.741,0.0
0.43500000000000005,0.3015873015873016
0.525,0.0
0.369,0.0
0.19999999999999996,0.0
0.599,0.19999999999999996
0.347,0.0
0.15900000000000003,0.0
0.591,0.3246753246753247
0.529,0.0
0.531,0.0
0.787,0.0
0.46599999999999997,0.0
0.478,0.16393442622950816
0.09899999999999998,0.0
0.595,0.14814814814814814
0.272,0.0
0.542,0.5714285714285714
0.5860000000000001,0.0
0.43500000000000005,0.0
0.15600000000000003,0.0
0.21399999999999997,0.0
0.42400000000000004,0.0
0.267,0.25
0.554,0.620253164556962
0.833,0.6323529411764706
0.591,0.0
0.599,0.0
0.21199999999999997,0.0
0.04600000000000004,0.641025641025641
0.30400000000000005,0.7
0.793,0.48571428571428577
0.30600000000000005,0.20833333333333337
0.051000000000000045,0.0
0.744,0.5147058823529411
0.45499999999999996,0.0
0.755,0.39344262295081966
0.607,0.0
0.371,0.0
0.391,0.0
0.774,0.0
0.5389999999999999,0.0
0.492,0.0
0.375,0.5454545454545454
0.44099999999999995,0.0
0.05900000000000005,0.0
0.14900000000000002,0.0
0.817,0.5208333333333333
0.615,0.2857142857142857
0.357,0.5625
0.911,0.38372093023255816
0.737,0.379746835443038
0.29300000000000004,0.7446808510638299
0.534,0.6176470588235294
0.15500000000000003,0.0
0.31399999999999995,0.0
0.10299999999999998,0.0
0.14200000000000002,0.0
0.15300000000000002,0.0
0.683,0.0
0.48,0.0
0.15900000000000003,0.0
0.749,0.32692307692307687
0.565,0.0
0.614,0.42105263157894735
0.765,0.52
0.767,0.5
0.34099999999999997,0.0
0.595,0.22368421052631582
0.534,0.47058823529411764
0.273,0.0
0.753,0.7428571428571429
0.613,0.4226804123711341
0.624,0.0
0.481,0.5614035087719298
0.28200000000000003,0.0
0.45999999999999996,0.0
0.040000000000000036,0.0
0.608,0.0
0.25,0.0
0.06799999999999995,0.44999999999999996
0.369,0.0
0.07599999999999996,0.0
0.31200000000000006,0.5
0.43799999999999994,0.0
0.85,0.1923076923076923
0.357,0.0
0.397,0.0
0.17600000000000005,0.0
0.24,0.0
0.5780000000000001,0.0
0.31599999999999995,0.38983050847457623
0.387,0.4545454545454546
0.28900000000000003,0.0
0.349,0.4025974025974026
0.698,0.5306122448979591
0.361,0.0
0.31699999999999995,0.653061224489796
0.552,0.0
0.15700000000000003,0.0
0.16600000000000004,0.0
0.45399999999999996,0.28
0.746,0.0
0.5,0.5555555555555556
0.16700000000000004,0.0
0.29200000000000004,0.3802816901408451
0.14500000000000002,0.5068493150684932
0.47,0.0
0.754,0.6923076923076923
0.32199999999999995,0.0
0.507,0.0
0.774,0.41025641025641024
0.267,0.0
0.538,0.0
0.62,0.4571428571428572
0.73,0.0
0.42100000000000004,0.0
0.275,0.6388888888888888
0.27,0.0
0.501,0.0
0.708,0.0
0.45599999999999996,0.607843137254902
0.726,0.0
0.09499999999999997,0.0
0.63,0.0
0.48,0.0
0.027000000000000024,0.6086956521739131
0.523,0.4736842105263158
0.5449999999999999,0.0
0.53,0.35064935064935066
0.358,0.8048780487804879
0.5820000000000001,0.1842105263157895
0.518,0.13207547169811318
0.02200000000000002,0.0
0.358,0.0
0.575,0.5352112676056338
0.129,0.0
0.639,0.0
0.42700000000000005,0.5657894736842105
0.32999999999999996,0.30434782608695654
0.631,0.6
0.752,0.0
0.7010000000000001,0.21568627450980393
0.254,0.4629629629629629
0.16600000000000004,0.0
0.367,0.25
0.509,0.2857142857142857
0.677,0.0
0.274,0.0
0.492,0.3157894736842105
0.41100000000000003,0.8
0.10099999999999998,0.0
0.785,0.5428571428571429
0.62,0.09836065573770492
0.621,0.0
0.675,0.631578947368421
0.512,0.0
0.791,0.4285714285714286
0.264,0.0
0.33899999999999997,0.4571428571428572
0.29900000000000004,0.4810126582278481
0.966,0.64
0.661,0.45238095238095233
0.611,0.0
0.611,0.5573770491803278
0.18100000000000005,0.0
0.32999999999999996,0.4356435643564357
0.121,0.0
0.659,0.0
0.655,0.0
0.354,0.4545454545454546
0.623,0.5846153846153845
0.18999999999999995,0.0
0.5549999999999999,0.0
0.39,0.0
0.18999999999999995,0.0
0.32299999999999995,0.0
0.241,0.0
0.687,0.0
0.10599999999999998,0.0
0.512,0.16901408450704225
0.122,0.11764705882352944
0.896,0.6849315068493151
0.556,0.4696969696969697
0.646,0.3928571428571429
0.45899999999999996,0.0
0.475,0.0
0.06699999999999995,0.0
0.6839999999999999,0.0
0.567,0.0
0.30600000000000005,0.0
0.5700000000000001,0.0
0.15200000000000002,0.5348837209302326
0.44499999999999995,0.2325581395348837
0.352,0.0
0.714,0.5641025641025641
0.719,0.5176470588235293
0.09999999999999998,0.0
0.44999999999999996,0.0
0.698,0.40816326530612246
0.7090000000000001,0.0
0.583,0.0
0.641,0.6388888888888888
0.581,0.0
0.5409999999999999,0.15384615384615385
0.722,0.0
0.395,0.0
0.28600000000000003,0.0
0.49,0.0
0.6799999999999999,0.0
0.497,0.467741935483871
0.633,0.0
0.21699999999999997,0.0
0.357,0.0
0.575,0.0
0.575,0.25531914893617025
0.862,0.513157894736842
0.596,0.0
0.6910000000000001,0.3614457831325302
0.242,0.0
0.356,0.16000000000000003
0.626,0.4
0.139,0.0
0.10499999999999998,0.0
0.32299999999999995,0.0
0.605,0.38613861386138615
0.08299999999999996,0.0
0.16100000000000003,0.0
0.726,0.39344262295081966
0.05500000000000005,0.0
0.43500000000000005,0.0
0.517,0.41975308641975306
0.33599999999999997,0.0
0.31100000000000005,0.2790697674418605
0.11099999999999999,0.5925925925925926
0.489,0.0
0.21699999999999997,0.0
0.692,0.3285714285714286
0.786,0.13559322033898302
0.349,0.0
0.476,0.34285714285714286
0.649,0.19480519480519476
0.504,0.4714285714285714
0.5840000000000001,0.0
0.4,0.3783783783783784
0.513,0.4931506849315068
0.44599999999999995,0.0
0.28600000000000003,0.0
0.526,0.5932203389830508
0.11099999999999999,0.0
0.567,0.0
0.667,0.25
0.387,0.0
0.738,0.2068965517241379
0.30600000000000005,0.0
0.648,0.43243243243243246
0.17300000000000004,0.0
0.401,0.43999999999999995
0.623,0.6619718309859155
0.281,0.5849056603773585
0.46799999999999997,0.1694915254237288
0.513,0.0
0.6599999999999999,0.513157894736842
0.049000000000000044,0.0
0.32499999999999996,0.09589041095890416
0.281,0.35526315789473684
0.376,0.0
0.19799999999999995,0.0
0.08699999999999997,0.0
0.512,0.0
0.46499999999999997,0.0
0.08199999999999996,0.0
0.618,0.0
0.42500000000000004,0.2325581395348837
0.30200000000000005,0.0
0.259,0.0
0.65,0.32608695652173914
0.138,0.65
0.504,0.14516129032258063
0.55,0.0
0.813,0.484375
0.32699999999999996,0.0
0.44399999999999995,0.0
0.364,0.0
0.28300000000000003,0.0
0.841,0.0
0.08699999999999997,0.0
0.5860000000000001,0.0
0.377,0.18518518518518523
0.5920000000000001,0.1428571428571429
0.46599999999999997,0.0
0.688,0.0
0.506,0.6056338028169015
0.052000000000000046,0.0
0.17600000000000005,0.0
0.45699999999999996,0.0
0.18500000000000005,0.0
0.5660000000000001,0.0
0.486,0.19047619047619047
0.14800000000000002,0.0
0.31299999999999994,0.0
0.368,0.0
0.496,0.20512820512820518
0.46499999999999997,0.1568627450980392
0.14700000000000002,0.0
0.30500000000000005,0.5769230769230769
0.242,0.0
0.281,0.4545454545454546
0.387,0.6463414634146342
0.527,0.5428571428571429
0.528,0.1351351351351351
0.646,0.0
0.42300000000000004,0.3035714285714286
0.45599999999999996,0.16981132075471694
